LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
bias	bias	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-134	12642	12646
incomplete...data	incomplete.{0,9}data	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-138	13398	13421
did_not	did_not	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-14430	26385	26392
nor_did	nor_did	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-14432	26416	26423
allow	allow	FUTURE_PREDICTION	PMC5540678.nxml.gz-14434	27587	27592
or	or	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC5540678.nxml.gz-14440	34399	34401
weak_evidence	weak_evidence	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-145	14393	14406
did_not	did_not	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-155	22347	22354
did_not	did_not	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-158	22632	22639
remained	remained	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-161	23251	23259
did_not	did_not	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-167	25366	25373
this...study	this.{0,31}study	QUESTION_ANSWERED_BY_THIS_WORK	PMC5540678.nxml.gz-173	26689	26729
to_the_best_of_our_knowledge	to_the_best_of_our_knowledge	PROBABLE_UNDERSTANDING	PMC5540678.nxml.gz-178	26934	26962
well_known	well_known	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-186	27203	27213
mooted	mooted	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-212	28408	28414
showed	showed	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-216	28880	28886
one_explanation	one_explanation	PROBABLE_UNDERSTANDING	PMC5540678.nxml.gz-235	29561	29576
mediated	mediated	SUPERFICIAL_RELATIONSHIP	PMC5540678.nxml.gz-259	30443	30451
assumptions	assumptions	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC5540678.nxml.gz-260	30561	30572
validated	validated	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-271	31147	31156
underestimation	underestimation	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-274	31353	31368
underestimated	underestimated	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-282	31599	31613
as	as	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-296	31951	31953
no_data	no_data	FULL_UNKNOWN	PMC5540678.nxml.gz-297	31954	31961
think	think	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-301	32068	32073
biased	biased	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-325	32863	32869
biased	biased	PROBLEM_COMPLICATION	PMC5540678.nxml.gz-345	33554	33560
cannot_exclude	cannot_exclude	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-350	33681	33695
given	given	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-357	33803	33808
if	if	FUTURE_PREDICTION	PMC5540678.nxml.gz-373	34290	34292
replicated	replicated	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-374	34312	34322
given	given	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-379	34420	34425
confirmation	confirmation	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-380	34544	34556
exciting	exciting	ANOMALY_CURIOUS_FINDING	PMC5540678.nxml.gz-383	34586	34594
prospects	prospects	FUTURE_WORK	PMC5540678.nxml.gz-385	34595	34604
advise	advise	FUTURE_WORK	PMC5540678.nxml.gz-48	2478	2484
estimate	estimate	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-73	5005	5013
known	known	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-80	8620	8625
can	can	INCOMPLETE_EVIDENCE	PMC5540678.nxml.gz-95	10669	10672
