LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC5539754.nxml.gz-7425	24639	24647
however	however	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-7427	25903	25910
based_on	based_on	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-7430	25922	25930
however	however	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-7432	26750	26757
while	while	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-7436	28247	28252
observational	observational	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-7440	30220	30233
poor	poor	IMPORTANT_CONSIDERATION	PMC5539754.nxml.gz-7442	30486	30490
cannot_be	cannot_be	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-7448	31227	31236
based_on	based_on	PROBABLE_UNDERSTANDING	PMC5539754.nxml.gz-7450	31242	31250
not_collected	not_collected	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-7456	32287	32300
observational	observational	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-7460	33288	33301
while	while	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-7462	33769	33774
but_not	but_not	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-7541	14241	14248
may_not	may_not	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-8003	1796	1803
hypothesise	hypothesise	FUTURE_WORK	PMC5539754.nxml.gz-8005	5488	5499
highlighting	highlighting	IMPORTANT_CONSIDERATION	PMC5539754.nxml.gz-8007	5725	5737
but_not	but_not	ANOMALY_CURIOUS_FINDING	PMC5539754.nxml.gz-8009	15817	15824
novel_findings	novel_findings	INCOMPLETE_EVIDENCE	PMC5539754.nxml.gz-921	1729	1743
