LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
growing	growing	IMPORTANT_CONSIDERATION	PMC4327187.nxml.gz-8130	139	146
expanding_field	expanding_field	IMPORTANT_CONSIDERATION	PMC4327187.nxml.gz-8136	2072	2087
promise	promise	FUTURE_PREDICTION	PMC4327187.nxml.gz-8138	2109	2116
have_not...been_established	have_not.{0,12}been_established	FULL_UNKNOWN	PMC4327187.nxml.gz-8144	7140	7176
small-scale	small-scale	INCOMPLETE_EVIDENCE	PMC4327187.nxml.gz-8149	27984	27995
disconfirmed	disconfirmed	INCOMPLETE_EVIDENCE	PMC4327187.nxml.gz-8151	29263	29275
future...interventions_and_research	future.{0,9}interventions_and_research	FUTURE_WORK	PMC4327187.nxml.gz-8153	31219	31260
other...studies	other.{0,14}studies	FUTURE_WORK	PMC4327187.nxml.gz-8156	32727	32753
only	only	ANOMALY_CURIOUS_FINDING	PMC4327187.nxml.gz-817	27490	27494
potential	potential	FUTURE_PREDICTION	PMC4327187.nxml.gz-881	32439	32448
potential	potential	FUTURE_PREDICTION	PMC4327187.nxml.gz-883	34898	34907
promise	promise	FUTURE_PREDICTION	PMC4327187.nxml.gz-914	4024	4031
